Name,Description,Duration,Year,Type
Los Guerreros,"Los ejércitos de la noche tienen 100.000 hombres. Superan a la policía en 5 a 1. Y esta noche, van por los Warriors.","1 horas, 51 minutos",1978,movie
Conectado,"Un cobrador de deudas recibe una llamada de una mujer que es secuestrada por una pandilla desconocida. Él piensa que es una broma, pero pronto se da cuenta de que no es una broma.","2 horas, 10 minutos",2007,movie
El Amuleto Sagrado,"Cuando una valiosa cuenta es robada por miembros renegados del misterioso Clan Géminis, los protectores de la cuenta recurren a la ayuda de algunos antiguos miembros para recuperarla y llevar a los malvados discípulos ante la justicia.","2 horas, 0 minutos",2006,movie
Operación Overlord,"Una semana antes de asaltar las playas de Normandía, dos soldados estadounidenses se infiltran en un complejo abandonado para rescatar a un prisionero de guerra de las garras del régimen nazi.","1 horas, 36 minutos",2021,movie
Big game,Un joven que está acampando en el bosque ayuda a rescatar al Presidente de los Estados Unidos cuando el Air Force One es derribado cerca de donde está su camping.,"1 horas, 46 minutos",1969,movie
End of a Gun,"Un guardia de seguridad del centro comercial, y ex-agente federal, se cruza con el ejecutor de un narcotraficante después de que salva a una mujer del peligro.","1 horas, 42 minutos",2015,movie
Killing Down,"Es 1993. Siete años después de que sucediera. Pero Steven Down no puede dejarlo pasar. Es un hombre paranoico, preocupado y desordenado. Un veterano del ejército de los EE. UU. Que busca la verdad.","2 horas, 9 minutos",2020,movie
Shinjuku Incident,Un simple inmigrante chino libra una peligrosa guerra contra una de las organizaciones criminales más poderosas del planeta.,"2 horas, 19 minutos",2008,movie
RedBad La Invasión de los Francos,"Cuando el monje Bonifatius es asesinado en una ciudad holandesa llamada Dokkum, la sospecha recae sobre los guerreros bárbaros. asesinados a sangre fría, ¿o es sólo la forma cristiana de ver la historia?","3 horas, 6 minutos",2017,movie
Ataque de Los Zombis,Un empleado mediocre de un fabricante de armas debe sobrevivir al caos dentro de la oficina cuando sus colegas se convierten en maníacos asesinos después de tomar una bebida misteriosa.,"1 horas, 44 minutos",2017,movie
La Invasión – Ocupación Alienígena,"Dos años después de que los extraterrestres aterrizaran en la Tierra, los sobrevivientes de Sydney, Australia, luchan en una guerra desesperada mientras el número de muertos continúa aumentando. Una última batalla es la esperanza de la humanidad.","2 horas, 30 minutos",2021,movie
La Colonia,"Bajo la superficie helada, los sobrevivientes de la Colonia 7 luchan mientras los alimentos y las temperaturas bajan. Luego de una expedición descubren una amenaza peor de lo imaginado.","1 horas, 52 minutos",2013,movie
La Invasión,"Algunos residentes de la ciudad tienen que unirse después de una devastadora invasión alienígena. Mientras luchan por sobrevivir, se dan cuenta de que deben ir un paso por delante de sus atacantes.","2 horas, 19 minutos",2018,movie
El imperio prohibido,"Principios del siglo 18. El cartógrafo Cartographer Jonathan Green emprende un viaje científico por Europa hacia el este. Luego de pasar por Transilvania y habiendo cruzado los Montes Cárpatos, se encuentra en una pequeña villa perdida en los bosques.","2 horas, 11 minutos",2015,movie
Planetarium,"""Planetarium"" sigue el viaje de hermanas que se cree que poseen la habilidad sobrenatural de conectarse con fantasmas. Se cruzan con un visionario productor francés mientras actúan en París.","2 horas, 8 minutos",2017,movie
Dredd,"Una prostituta convertida en narcotraficante pretende apoderarse de la futurista ciudad de Mega City One. El juez Dredd, el principal miembro de una fuerza policial de élite, es la última esperanza de la ciudad.","1 horas, 54 minutos",2012,movie
Cypher,"Un hombre confiado y desencantado se encuentra trabajando como espía en el peligroso y arriesgado mundo del espionaje corporativo. Rápidamente superándose, se une a una misteriosa mujer fatal.","1 horas, 53 minutos",2001,movie
Barbarella,"El escenario es el planeta Lythion en el año 40000, cuando Barbarella (Jane Fonda) hace un aterrizaje forzoso mientras viaja a través del espacio. Ella actúa como  James Bond en femenino, vence al mal en  formas de robots y monstruos.","1 horas, 56 minutos",1967,movie
Jeruzalem,Dos estadounidenses de vacaciones se unen a un estudiante de antropología en un viaje por Jerusalén al que llegan justo cuando se desata el terrorífico apocalipsis bíblico.,"1 horas, 51 minutos",2014,movie
Titanic II,"En el centenario del viaje original, un moderno y lujoso barco bautizado como ""Titanic 2"" sigue el camino de su homónimo.","1 horas, 45 minutos",2009,movie
Turbo Kid,"Aunque se ambienta en el año 1997, Turbo Kid cuenta la historia de un futuro post-apocalíptico en el que la Tierra ha sido devastada por la lluvia de ácido, y el agua es un bien escaso.","1 horas, 50 minutos",2015,movie
Secuestro Extraterrestre,"La familia McPherson está reunida para la tradicional cena de Acción de Gracias, pero nunca se imaginaron que tendrían unos visitantes extraterrestres. Esta es la historia de una familia desaparecida.","1 horas, 46 minutos",1997,movie
Crónicas Mutantes,"En el siglo XXIII, el mayor Mitch Hunter (Jane) lidera una lucha contra un ejército de necromutantes que habitan en el mundo subterráneo.","2 horas, 11 minutos",2009,movie
Hotel de Dinosaurios,"Una mujer, desesperada por dinero, acepta participar en un programa clandestino de juegos, solo para descubrir que ella y los demás concursantes están siendo cazados por criaturas prehistóricas.","1 horas, 33 minutos",2021,movie
Apocalipsis en Stonehenge,"Cuando un grupo de arqueólogos desentierra un esqueleto humano cerca del monumento histórico de Stonehenge, se encuentra también una antigua máquina escondida bajo tierra.","1 horas, 47 minutos",2009,movie
El Monstruo de Metal,Un satélite ruso se sale de órbita e impacta en la Tierra. Dos hermanos encuentran los restos del artefacto y descubren que contiene una extraña sustancia alienígena que confiere vida al hierro.,"1 horas, 46 minutos",2010,movie
Ogre,Un ogro vicioso gobierna sobre una ciudad que ha estado estancada en el tiempo desde el siglo XIX.,"1 horas, 46 minutos",2007,movie
Ahora estamos solos,"En un futuro no muy lejano, algo dejó al planeta devastado. Durante mucho tiempo, De se considera el último representante de la humanidad. Acostumbrado a la soledad, casi se siente feliz con la tranquilidad de los días.","1 horas, 57 minutos",2020,movie
Santuario: Población Uno,"Un joven idealista; Ethan, se queda buscando a su familia mientras lucha contra los infectados, la milicia Med-Ex y los merodeadores sedientos de sangre, y los fantasmas de su pasado.","1 horas, 32 minutos",2018,movie
Poseidón Rex,"Cuenta como una pequeña isla, cerca de la costa de Belice sufre aterrorizada el ataque de un mortal depredador del pasado remoto del planeta.","1 horas, 35 minutos",2012,movie
Invasión U.F.O.,Un grupo de amigos debe hacer frente a un ataque alienígena en un pequeño pueblo inglés.,"1 horas, 59 minutos",1969,movie
Meteorito,"Después de que un meteorito choca con la Tierra, un ranchero solitario y una joven perdida huyen de mercenarios viciosos.","1 horas, 40 minutos",2021,movie
COMBUSTIÓN HUMANA,"Desde los tiempos bíblicos y hasta el día de hoy, la historia está llena de narraciones desconcertantes sobre la combustión humana espontánea, en la cual, sin razón explicable, un ser humano saludable de pronto se incendia de adentro hacia afuera.","1 horas, 0 minutos",2001,movie
Los Muertos,"El teniente Brian Murphy  deberá formar equipo con Daniel Dembele para enfrentarse y sobrevivir al terrorífico peligro que los acecha, encarnado en una horda de muertos vivientes en el continente africano.","1 horas, 58 minutos",2011,movie
El proyecto supermente,"En Los Ángeles, la tierra comienza a temblar y los edificios se vienen abajo. La gente entra en pánico. Cuando se procede a revisar los daños todo se encuentra como si nada hubiera pasado, excepto por las calles repletas de cadáveres.","1 horas, 44 minutos",2015,movie
20 años no son nada,"Alice trabaja para la revista ""Rebelle"", donde necesita soltarse el pelo para conseguir un ascenso. Cuando Balthazar le devuelve un USB perdido a Alice, la apariencia de salir con alguien de la mitad de su edad la ayuda. ¿Se vuelve real?","1 horas, 46 minutos",2013,movie
El Placer de Su Compañia,"Un chico le propone matrimonio a su novia, que cae muerta. Su mejor amiga intenta que salga con otras mujeres, pero él solo habla de su gran amor muerto.","1 horas, 49 minutos",2005,movie
Sisters & Brothers,Comedia sobre el amor y la disfunción compartida entre cuatro grupos de hermanos.,"1 horas, 42 minutos",2013,movie
Pena Ajena,"Shaun está conforme por ser un surfer brillante, pero desenfocado y haragán, hasta que el día en que descubre una novela por el aclamado autor Martin Skinner.","1 horas, 38 minutos",2001,movie
Un Día para Siempre,"Zazie es invitada a la boda de su mejor amiga. Ella decide hacer todo lo posible para evitar lo que a sus ojos es el error de su vida. Pero cuando se encuentra atrapada en la línea de tiempo de la boda, las cosas se complican.","1 horas, 50 minutos",2020,movie
Clue,Conoce a todos los sospechosos infames y descubre todas sus jugadas bajas. Te encantarán sus actividades viles en tanto los cuerpos y las risas se apilan delante de ti.,"1 horas, 55 minutos",1984,movie
Algunas Mujeres,"En la víspera de su boda, un escritor exitoso viaja por todo el país para encontrarse con ex amantes en un intento de reparar las transgresiones de relaciones pasadas.","1 horas, 45 minutos",2013,movie
The Longshots,"La historia real de Jasmine Plummer, la primera mujer en la historia en jugar al fútbol americano Pop Warner, entrenada por su tío.","1 horas, 53 minutos",2008,movie
Probable Asesino,"Diez años después de su época dorada, Billy Green (Adam Pally) vuelve a su pueblo natal para Día de Acción de Gracias, desesperado por revivir sus glorias pasadas y reconectar con Kara (Rachel Bloom), su exnovia de la secundaria.","1 horas, 57 minutos",2018,movie
El Asalto,"Lo que debería haber sido una escapada romántica se convierte en una divertida debacle tras otra cuando la mujer de Michael lo deja en el desierto, donde un adolescente le roba el auto y lo toman de rehén en un asalto en el Sip and Zip local.","1 horas, 44 minutos",2000,movie
My Big Gay Italian Wedding,"Antonio ha encontrado por fin al amor de su vida, Paolo, con quien vive felizmente en Berlín. Aunque todavía no están seguros de la reacción de sus familias, deciden casarse en Italia, en el pequeño pueblo donde viven los padres de Antonio.","1 horas, 42 minutos",2018,movie
The Champion,"Podría ser cualquier futbolista profesional de 2022. Christian es un futbolista talentoso, imprevisible y rebelde. Tras su última ""metedura de pata"", el presidente de su equipo decide asignarle un tutor personal que le ayude a controlar su temperamento.","2 horas, 10 minutos",2018,movie
El Doctor y Sus Mujeres,"Un guapo ginecólogo (Richard Gere) en medio de una crisis de la mediana edad, tiene dificultades con su familia, así como con su propia vida.","2 horas, 24 minutos",2000,movie
La Vida Oscura del Gran Duque de Corcega,"En 1221, un joven emprende el camino para convertirse en San Francisco de Asís. Mil años después, un arquitecto debe construir un mausoleo para un multimillonario moribundo. Las vidas de estos hombres cambiarán para siempre por una pandemia.","1 horas, 51 minutos",2021,movie
El Deseo de Charlie,"Un veterano militar regresa a casa después de estar ausente por estrés postraumático. Con su nuevo perro, descubre en medio de la Navidad un nuevo propósito en su vida: ayudar a los exmilitares que necesitan ayuda","1 horas, 56 minutos",2020,movie
A Long Way Down,"En la víspera de Año Nuevo en Londres, cuatro extraños se encuentran en el techo de un edificio conocido por los suicidios.","1 horas, 54 minutos",2013,movie
Miss Arizona,La ex-Miss Arizona ahora es un ama de casa atrapada en un matrimonio infeliz hasta que conoce a un grupo de mujeres empoderadas en un refugio para mujeres.,"1 horas, 52 minutos",2017,movie
Ping Pong en el Verano,Unas vacaciones familiares durante el verano de 1985 lo cambian todo para un adolescente obsesionado con el ping pong.,"1 horas, 49 minutos",2014,movie
Accidental Blessing,"Beatriz, una psicóloga fallida, huye a la casa de su infancia para escapar de los cargos de fraude, solo para descubrir que su peculiar tía ha convertido la propiedad en una escuela secundaria.","1 horas, 43 minutos",2018,movie
Prosthesis,"Marcos, un creador de prótesis con un pasado traumático, encuentra un cadáver en su laboratorio. Mientras decide qué hacer con el cadáver, tendrá que hacer malabarismos con su extraña vida familiar.","1 horas, 49 minutos",2018,movie
Viaje  Censurado,Cuatro amigos emprenden un viaje de 3000 kilómetros para recuperar un video ilícito enviado por error a una amiga.,"1 horas, 51 minutos",1999,movie
Noches de Reventón,"Parecería que Steve y Doug nunca serán tan geniales como para entrar a la disco Roxbury, hasta que tienen un pequeño accidente con su modelo a seguir, que siempre va al club, Richard Grieco. Para evitar una denuncia, Grieco se hace amigo de ellos.","1 horas, 38 minutos",1997,movie
Héroes fuera de órbita,"Casi veinte años después de que se canceló el programa de televisión de culto Galaxy Quest, una especie alienígena pide ayuda al elenco de para salvar el universo.","2 horas, 0 minutos",1998,movie
Atraccion Mortal,Tres chicas dictan las normas y costumbres en una universidad americana. Pero la dictadura del trío se ve amenazada por la llegada de una nueva estudiante con el porte de James Dean y el sarcasmo de Marlon Brando.,"2 horas, 1 minutos",1988,movie
Amor en  línea,"Pierre, viudo y jubilado, no ha salido de su casa en dos años. Él descubre las alegrías del Internet gracias a Alex, un joven contratado por su hija para enseñarle los conceptos básicos de los ordenadores.","1 horas, 58 minutos",2017,movie
La Chica de mis Sueños,"La estafadora Rosalyn Willoughby en Hollywood y el titiritero Fletcher McBracken en San Antonio tienen el mismo sueño, que los une. Él viaja a Los Ángeles para encontrarla, pero al principio ella se resiste.","2 horas, 10 minutos",1996,movie
¿Cómo diablos le hace?,"Una comedia centrada en la vida de Kate Reddy, una ejecutiva financiera que es el sostén de su esposo y sus dos hijos.","1 horas, 45 minutos",2010,movie
El encanto de la bestia,"Una versión moderna de la historia de ""La Bella y la Bestia"", donde un adolescente de Nueva York se transforma en un monstruo espantoso para encontrar el amor verdadero.","1 horas, 42 minutos",2010,movie
Sobre Nosotros,"Una joven pareja vuelve a visitar el lugar donde pasaron su luna de miel ocho años antes, en un esfuerzo por revivir el problemático matrimonio","1 horas, 55 minutos",2021,movie
Laws Of Attraction,"Audrey Woods y Daniel Rafferty, dos prominentes abogados de divorcio, han visto cientos de casos en los que el amor ha tomado la dirección más desastrosa, ¿acaso?","1 horas, 46 minutos",2004,movie
Un pedazo de mi corazón,"Isabella visita su ciudad natal para celebrar el cumpleaños de su padre. Allí, se reencuentra con su vieja amiga Molly, que ahora se ha hecho cargo de la antigua pandilla y, peor aún, está comprometida con Simon, el ex de Isabella.","2 horas, 13 minutos",2019,movie
Por siempre a tu lado,"'Un plan para enamorarse (Amor, boda y matrimonio)' es una comedia romántica que tiene por protagonista a una consejera matrimonial recién casada. Su cometido en la vida es preocuparse por la felicidad conyugal de otras parejas.","1 horas, 46 minutos",2011,movie
It Had To Be You,Dos desconocidos se conocen y se enamoran durante el fin de semana en la cual planean sus respectivas bodas.,"1 horas, 54 minutos",2000,movie
Obsesión,Durante su despedida de soltera; Carmen conoce a Kit; un extraño que reaviva las pasiones dentro de ella. A medida que se acerca su boda; se encuentra luchando por mantenerse alejada de Kit.,"1 horas, 49 minutos",2005,movie
Noche de Reyes,"La duodécima noche o Lo que ustedes quieran, título alternativo de Shakespeare, es la descripción adecuada de una obra que parece serlo todo para todos: una escandalosa comedia que incluye a algunos de los personajes más inolvidables del poeta.","2 horas, 36 minutos",1996,movie
Poderosa Afrodita,"Cuando descubre que su hijo adoptivo es un genio, un periodista deportivo de Nueva York busca a la madre biológica del niño: una tonta estrella porno y prostituta.","1 horas, 52 minutos",1994,movie
En Busca del Amor,"Cuando la cadena anuncia que su programa de terapia de televisión se está convirtiendo en un festival de sorpresas de tabloide, una psicóloga cariñosa y honesta regresa a su ciudad natal y se reúne con su novia de la escuela secundaria.","1 horas, 43 minutos",2018,movie
Todos Dicen Que Te Amo,Una chica de Nueva York empareja a su padre con una bella mujer en un matrimonio problemático mientras su hermana se ve involucrada.,"1 horas, 58 minutos",1995,movie
Anchor and Hope LATAM,"Dos mujeres, Eva y Kat, y el mejor amigo de una de ellas, Roger. Un barco en los canales de Londres y una pregunta: ¿Es posible vivir de forma tan distinta el amor, la familia y la vida y, aun así, permanecer unidos?","2 horas, 13 minutos",2016,movie
Sólo Tú,"A punto de aceptar una vida de independencia y sed de viajes, una joven visita a un viejo amor en su viñedo de Francia y da una última oportunidad a una relación seria.","2 horas, 2 minutos",2021,movie
Lejos de Casa (1989),La exestrella infantil Drew Barrymore tuvo su primer rol de adolescente en este cómico thriller no convencional.,"1 horas, 45 minutos",1989,movie
Freetwon,Un grupo de misioneros nativos de Liberia hacen un viaje desesperado a través de su país devastado por la guerra para salvar a uno de los suyos.,"2 horas, 15 minutos",2015,movie
Boot tracks aka Tomorrow youre gone,"Charlie Rankin, recientemente liberado de prisión, conoce a Florence Jane, quien lo ayuda a buscar venganza por su mentor en la cárcel, William ""El Buda"" Pettigrew.","1 horas, 49 minutos",2012,movie
Un Crimen de Pasión,"Connor, un hombre cuya aburrida vida se transforma en un apasionante mundo de fantasía gracias a la seductora Marilyn.","2 horas, 3 minutos",2022,movie
De Amor y Dinero,"Un thriller centrado en un estafador, su esposa y un extraño que huye de Atenas después de que uno de ellos se ve envuelto en la muerte de un detective privado.","1 horas, 54 minutos",2014,movie
Aguas Negras,"Después de ser abandonada por su novio, Tara es llevada a caminar por el lago por su amiga Amy. Allí, conocen a un hombre misterioso y atractivo, con quien inician un juego que podría terminar muy mal para uno de ellos.","1 horas, 47 minutos",2021,movie
438 Días,"La víspera del 28 de junio de 2011, los periodistas suecos Martin Schibbye y Johan Persson pusieron todo en juego al cruzar ilegalmente la frontera de Somalia a Etiopía. Atrapados, pasan 438 días aterrorizados.","2 horas, 24 minutos",2019,movie
Loft,Cinco amigos casados hacen un pacto para compartir un loft secreto para sus aventuras extramatrimoniales. Cuando aparece el cadáver de una joven en el lugar empiezan a sospechar unos de otros.,"2 horas, 6 minutos",2010,movie
Hasta que la muerte nos separe,"Madison creía que había encontrado al indicado, hasta que Michael se volvió controlador y violento. Ella escapa y con su nueva identidad se encuentra con Alex, pero Michael la encuentra de nuevo, recreando sus pesadillas.","1 horas, 58 minutos",2016,movie
Lazarus,"Un hombre es asesinado, pero su muerte es un asunto breve. Al recuperar la conciencia, descubre que ha sido dotado de poderes extraordinarios que le permiten luchar heroicamente contra la organización responsable de sumergir su ciudad en la oscuridad.","2 horas, 3 minutos",2021,movie
I AM NOT LORENA,"Un caso de identidad equivocada se convierte en una pesadilla viviente cuando una joven actriz se ve asaltada implacablemente por cobradores de deudas, en esta fábula kafkiana de la era de la información.","1 horas, 41 minutos",2013,movie
7 BOXES,"Es viernes por la noche en Asunción, Paraguay y la temperatura es sofocante. Víctor, un repartidor de carretillas de 17 años, sueña con hacerse famoso y codicia un elegante televisor en el infame Mercado 4.","2 horas, 3 minutos",2011,movie
Otra Vida,"Una científica desarrolla una droga revolucionaria que induce realidades virtuales y amplía el sentido del tiempo. Cuando el gobierno intenta hacerse con el proyecto, ella tendrá que decidir cómo utilizar su poderosa creación.","1 horas, 54 minutos",2016,movie
Frozen Lake,"Un policía retirado descubre un cadáver en un lago congelado. Cuando los miembros de su familia se convierten en los principales sospechosos, decide iniciar su propia investigación.","1 horas, 44 minutos",2015,movie
Amber Alert,"Erin parece tener la familia perfecta. Sin embargo, ella es víctima de violencia doméstica a manos de su esposo. Cuando finalmente va demasiado lejos, Erin se lleva a sus hijos y huye a California.","1 horas, 44 minutos",2016,movie
Perros de presa,"Los niños liberados de un campo de concentración nazi tienen que superar el hambre, la sed y los perros viciosos en una mansión abandonada rodeada por el bosque.","1 horas, 44 minutos",2018,movie
Volver a morir,"Una mujer que ha perdido la memoria se encuentra con un detective privado que la ayuda a rastrear su identidad, pero él pronto descubre que ambos podrían tener una conexión de vidas pasadas que pone en peligro sus vidas.","2 horas, 7 minutos",1990,movie
The Housemaid,El romance de un hombre con la criada de su familia conduce a oscuras consecuencias. Intensamente erótico y diabólicamente divertido.,"2 horas, 7 minutos",2009,movie
Un Lugar Solitario para Morir,"Un grupo de cinco alpinistas que está escalando las montañas de Escocia descubre, casualmente, una niña que ha sido enterrada viva. Tras rescatarla, se dirigen al pueblo más cercano en busca de ayuda, pero los secuestradores los vigilan de cerca","1 horas, 57 minutos",2011,movie
Mysteria,"Un guionista de Hollywood de fama en el pasado intenta terminar su último guión antes de que se le acabe el plazo. En el proceso, topa con un misterioso caso de asesinato.","1 horas, 52 minutos",2011,movie
11 Minutos,"Un marido celoso, una actriz sensual, un director de cine, un traficante de drogas, una joven desorientada, un exconvicto, un estudiante, un limpiacristales y un artista anciano. Todos tienen sus destinos cambiados para siempre en once minutos.","1 horas, 38 minutos",2014,movie
Frame of Mind,Un detective de la policía de Nueva Jersey se encuentra con nuevas pruebas del asesinato de Kennedy.,"1 horas, 44 minutos",2020,movie
Evidencia,Un detective persigue a un asesino utilizando imágenes de video filmadas por las víctimas de una masacre en una estación de servicio abandonada.,"1 horas, 51 minutos",2013,movie
Riddle,"Una chica universitaria va a un pequeño pueblo llamado Riddle, solo para encontrar a su hermano menor desaparecido.","1 horas, 57 minutos",2013,movie
El Vuelo de la Muerte,Fuerza sobrenatural aterroriza a los pasajeros de un avión.,"1 horas, 35 minutos",2016,movie
Lazos de sangre,"Thriller que se centra en el colapso moral de una familia de policías. Dos hermanos policías, sofocados por la sombra de su padre, el ex jefe de la policía, tienen que investigar un crimen que ellos mismos han cometido.","1 horas, 50 minutos",2012,movie
Asesinatos del pasado,"El detective Starks investiga misteriosos asesinatos muy similares a los cometidos por el asesino en serie Henry Lee Bishop. Mientras Starks intenta buscar respuestas, un chico sordo descubre a una universitaria que lucha por sobrevivir.","1 horas, 34 minutos",2016,movie
Bug,"Bug es una niña de 12 años que descubre que su abuelo, el alguacil retirado del pueblo, pudo haber cometido y encubierto un asesinato por motivos raciales hace años. Ahora Bug está dispuesta a corregir un viejo error.","1 horas, 54 minutos",2017,movie
Bent :Corrupción Policiaca,"Danny Gallagher un detective de narcoticos desacreditado recien salido de la carcel, busca vengarse del responsable del cargo que condujo a su arresto y que mato a su pareja.","1 horas, 54 minutos",2020,movie
La Maldición,"Hana pasa veinte años reprimiendo una maldición maléfica que se colocó sobre su línea de sangre, solo para que un miembro de la familia la libere a sabiendas y la obligue a matar o ser asesinada.","1 horas, 40 minutos",2021,movie
Maggie,"Maggie, una adolescente de dieciséis años que vive junto a su familia en una pequeña granja en Estados Unidos. Un virus aterrador se está extendiendo sin que exista posibilidad alguna de frenarlo y desgraciadamente, Maggie termina infectada.","1 horas, 53 minutos",1969,movie
Dead Rising: Endgame,El reportero de investigación Chase Carter se queda sin tiempo para detener una conspiración del gobierno que quiere poner fin a la amenaza de los muertos vivientes de una manera que también terminará con la vida de millones de inocentes.,"1 horas, 54 minutos",2015,movie
Final Girl,"Veronica está entrenando para ser una asesina y un grupo de chicos que la llevan al bosque con intenciones de asesinarla a ella, se encuentran con esta sorpresa. Serán ellos su presa.","1 horas, 40 minutos",2015,movie
Eloise,"Cuatro amigos irrumpen en una vieja institución psiquiátrica buscando un certificado de defunción, pues uno de ellos necesita reclamar una herencia.","1 horas, 50 minutos",2015,movie
Shark Lake,"Meredith es una joven madre y agente de la localidad de Lake Tahoe. Cuando diversos ataques de tiburones desatan el pánico en la ciudad, la joven y un experto en escualos deciden investigar los extraños incidentes.","1 horas, 51 minutos",2020,movie
La Oscuridad,"En el invierno británico de 1974, los mineros se declaran en huelga y dejan el país a oscuras. Una joven enfermera, se ve obligada a trabajar en el turno de noche en un hospital en ruinas. Allí deberá enfrentarse a su propio pasado traumático.","1 horas, 50 minutos",2021,movie
Anabel,"Tras la marcha, en circunstancias algo turbias, de Anabel, sus dos compañeras de piso deben buscar a alguien más con quien compartir el alquiler","1 horas, 23 minutos",2015,movie
Rehenes,"El desmoronado matrimonio de Emma y Henry se pone a prueba en un apartamento apartado, cuando son tomados como rehenes por una voz invisible que controla todos sus movimientos.","1 horas, 51 minutos",2021,movie
Cuando El Diablo Llama,"Un padre se muda a una nueva casa con su hijo y su novia. Cuando está fuera de la ciudad trabajando, el hijo hace un nuevo  amigo  en la casa de al lado.","1 horas, 43 minutos",2020,movie
Mi Muerte,Una pareja debe descubrir el misterio detrás de un extraño video que muestra a uno de ellos matando al otro durante una noche de la que no tienen memoria.,"1 horas, 52 minutos",2021,movie
Oscuros Secretos Del Colegio,"Camille, una joven que llega a la Academia Fairfield tras la muerte violenta y prematura de uno de los estudiantes.","1 horas, 50 minutos",2021,movie
Dulce venganza,"Este remake del clásico de 1978 del mismo nombre, cuenta la historia de una mujer que es brutalmente violada y asaltada por cuatro hombres, sobrevive, y toma la ley en sus propias manos buscando venganza contra sus atacantes.","2 horas, 8 minutos",2010,movie
Blair Witch,"Un grupo de estudiantes se aventura en el bosque de Black Hills, en Maryland, para descubrir los misterios que rodean la desaparición de la hermana de James, no piense que ella está ligada a la leyenda de la bruja de Blair","1 horas, 45 minutos",2016,movie
Donde habita el diablo,"Unos aspirantes a director de cine ponen un anuncio buscando monstruos reales. Tres personas responden. Los cineastas descubrirán demasiado tarde al peligro al que se han expuesto al convocar a un vampiro, una bestia humana y un demonio.","1 horas, 56 minutos",2016,movie
It Comes at Night,Una joven que intenta restaurar un molino abandonado en una zona remota pronto descubre que el lugar alberga una criatura peligrosa.,"2 horas, 0 minutos",2022,movie
Contaminados,Seis amigos de la universidad se encuentran para una escapada de fin de semana donde acaban luchando por su vida después de que un ataque terrorista convierta a los residentes locales en zombies.,"1 horas, 50 minutos",2011,movie
The Summoning,Un grupo de personas da vida a un espíritu maligno que era mejor dejar intacto.,"1 horas, 57 minutos",2017,movie
A Haunting in Texas,"Jack y Amanda Harms todavía están de luto por el fallecimiento de su pequeña hija. Intentando comenzar de nuevo, los dos se mudan a una casa apartada, solo para descubrir que los pecados de su pasado han regresado para atormentarlos.","2 horas, 15 minutos",2018,movie
Vulnerables,"Tras dar a luz prematuramente, Carla se ve obligada a trasladarse con su hijo a un lugar abandonado en el austero y misterioso paisaje manchego. Una amenaza inesperada la llevará a una situación aterradora, mucho más allá de lo imaginable.","1 horas, 38 minutos",2019,movie
El Atrapa Sueños,"La película se centra en dos hermanas separadas que, junto con sus amigas, se atrincheran en un torbellino de violencia de 48 horas después de una experiencia traumática en un festival de música underground.","2 horas, 8 minutos",2020,movie
Los hijos del diablo,"Adam y Clare, un matrimonio con un bebé, se trasladan a una casa en el campo. Pero su nuevo hogar está en una zona habitada por antiguos espíritus que se enfurecen cuando alguien se adentra en sus tierras. Ganadora de 8 premios internacionales.","1 horas, 54 minutos",2022,movie
Los rostros del diablo,"El horror coreano en su máxima expresión. Cuando un demonio que puede transformarse en humano invade a los Kang-gu, el deshonrado sacerdote exorcista de la familia debe realizar un último exorcismo o quedarse en el pasado y fallar como la última vez.","2 horas, 13 minutos",2022,movie
Malasaña 32,"En los años 70, una familia se traslada a Madrid en busca del sueño de la gran ciudad. En el nuevo hogar, descubrirán que no están solos. Basado en una historia real.","2 horas, 3 minutos",2022,movie
El Bebé de Rosemary,"La historia de una joven pareja que espera su primer bebé. Como casi todas las primerizas, Rosemary se siente confundida. Su marido, un actor ambicioso pero sin éxito, hace un pacto con el diablo que promete llevar su carrera a la fama.","2 horas, 40 minutos",1967,movie
Cujo,"Mientras Donna y Vic Trenton luchan para salvar tambaleante su matrimonio, su hijo Tad se hace amigo del adorable San Bernardo de 90 kilos de su mecánico.","1 horas, 51 minutos",1982,movie
Malévola,Un campamento de verano se convierte en una pesadilla para tres estudiantes de secundaria cuando se desencadena una serie de eventos paranormales.,"1 horas, 37 minutos",2017,movie
En El Ritmo de La Vida,"Un drag queen novato, tambaleándose por una ruptura, escapa al campo, donde encuentra a su abuela en fuerte declive pero desesperada por evitar el hogar de ancianos local.","1 horas, 45 minutos",2022,movie
La Partición,"Después de la muerte de su padre, un neoyorquino regresa a Cape Cod para preparar la casa de su infancia para la venta. Con el novio de su padre todavía viviendo allí, chocan y negocian cómo recordar al hombre que ambos amaban.","2 horas, 1 minutos",2020,movie
10.000 KM,"Alex y Sergi, una sólida pareja de Barcelona, acaricia la idea de tener un hijo, pero, inesperadamente, Alex consigue una beca de un año en Los Ángeles, lo que supondría un año de relación a 10.000 Km de distancia.","2 horas, 0 minutos",2013,movie
Un hombre bueno,"John Halder, un profesor alemán de literatura en los años treinta, se niega a aceptar las iadeas del nazismo. Pero su relación con su familia lo lleva por diferentes direcciones emocionales.","1 horas, 54 minutos",2007,movie
30 y viviendo en casa,Un perdedor de treinta años encuentra su verdadero destino al tiempo que ayuda a su hermano a vigilar a su esposa –quien posiblemente lo engaña- en esta nada convencional comedia acerca del destino y la familia.,"1 horas, 39 minutos",2012,movie
